,도로명 주소,업체구분,업체명,연락처,지번 주소
240,강원도 인제군 남면 삼팔선로 2115,식음료,인더가든,033-461-6248,강원도 인제군 남면 신남리 513-1
241,강원도 화천군 화천읍 평화로 3481-18,관광지,평화의 댐,033-480-1512,강원도 화천군 화천읍 동촌리 2921
242,,관광지,양구꽃섬,033-480-2176,강원도 양구군 양구읍 하리 589-4
243,강원도 양구군 양구읍 한반도섬길 76,관광지,한반도섬 자연습지,033-480-2251,강원도 양구군 양구읍 고대리 647-1
244,강원도 동해시 지양길 6,동물병원,쥬쥬동물병원,033-522-3313,강원도 동해시 효가동 162-53
245,강원도 동해시 논골1길2,관광지,논골담길,033-530-2231,강원도 동해시 묵호진동 2-294
246,강원도 동해시 동해대로 6270-10,관광지,망상해변,033-530-2234,강원도 동해시 망상동 393-100
247,,관광지,대진해수욕장,033-530-2272,강원도 동해시 망상동 1-3
248,,관광지,추암조각공원,033-530-2478,강원도 동해시 추암동 산72
249,강원도 동해시 촛대바위길 17-1,관광지,촛대바위,033-530-2801,강원도 동해시 추암동 474-6
250,강원도 동해시 해맞이길 300,관광지,묵호등대,033-531-3258,강원도 동해시 묵호진동 4-109
251,강원도 동해시 일출로 369,숙박지,올리브펜션,033-532-2563,강원도 동해시 대진동 187-4
252,강원도 동해시 중앙로 214,동물병원,동해동물병원,033-532-7886,강원도 동해시 천곡동 886
253,,숙박지,동쪽바다프리미엄하우스(카페앤라씨),033-532-8009,강원도 동해시 대진동 43-16
254,강원도 동해시 평원1길 120,식음료,피오레,033-533-9952,강원도 동해시 평릉동 447-7
255,강원도 동해시 망상길 42,숙박지,너랑온펜션,033-534-3756,강원도 동해시 망상동 358-3
256,강원도 동해시 항골길 94,식음료,J카페,033-534-3934,강원도 동해시 천곡동 522
257,강원도 동해시 망상길 45,숙박지,망상파크펜션,033-534-3993,강원도 동해시 망상동 390-8
258,강원도 동해시 한섬로 61-1,동물병원,필동물병원,033-534-7178,강원도 동해시 천곡동 1077-5
259,강원도 동해시 촛대바위길 26,관광지,추암해변,033-539-8825,강원도 동해시 추암동 1
260,강원도 태백시 황지로 80,동물병원,홍현관동물병원,033-552-9117,강원도 태백시 황지동 80-7
261,강원도 태백시 번영로 212,동물병원,태백동물병원,033-553-3622,강원도 태백시 황지동 240-8
262,강원도 영월군 무릉도원면 도원운학로 13-39,관광지,요선암 돌개구멍,033-560-2379,강원도 영월군 무릉도원면 무릉리 1057
263,강원도 정선군 정선읍 병방치길 225,체험,정선 스카이워크,033-563-4100,강원도 정선군 정선읍 귤암리 산200
264,강원도 정선군 정선읍 비봉로 46,동물병원,다나동물병원,033-563-6563,강원도 정선군 정선읍 봉양리 321-3
265,강원도 정선군 여량면 노추산로 745,체험,정선 레일바이크,033-563-8787,강원도 정선군 여량면 구절리 290-82
266,,관광지,삼척 장미공원,033-570-4065,강원도 삼척시 정상동 232
267,,관광지,덕산해변,033-572-3011,강원도 삼척시 근덕면 덕산리 119-5
268,강원도 삼척시 근덕면 맹방해변로 228-239,관광지,맹방해변,033-572-3011,강원도 삼척시 근덕면 하맹방리 221-19
269,강원도 삼척시 근덕면 장호항길 99,관광지,장호항,033-572-3011,강원도 삼척시 근덕면 장호리 3-1
270,강원도 삼척시 오십천로 558-1,동물병원,삼척동물병원,033-574-0075,강원도 삼척시 정상동 241-3
271,강원도 삼척시 중앙로 245-2,동물병원,두타동물병원,033-574-0775,강원도 삼척시 남양동 18-16
272,강원도 삼척시 새천년도로 326,식음료,마린데크,033-574-2555,강원도 삼척시 교동 86-3
273,강원도 삼척시 오십천로 566,식음료,커피정원,033-575-4343,강원도 삼척시 정상동 243-2
274,강원도 삼척시 미로면 동안로 540,관광지,삼척 미로정원,033-575-4846,강원도 삼척시 미로면 내미로리 167
275,강원도 삼척시 근덕면 삼척로 2246,식음료,하쿠나마타타,033-575-7319,강원도 삼척시 근덕면 용화리 301-6
276,강원도 삼척시 근덕면 공양왕길2,체험,삼척해양레일바이크,033-576-0656~8,강원도 삼척시 근덕면 궁촌리 146-10
277,강원도 삼척시 근덕면 삼척로 2116,숙박지,장호비치캠핑장,033-576-0884,강원도 삼척시 근덕면 장호리 217-2
278,강원도 정선군 고한읍 물한리길 8,숙박지,메이힐스리조트,033-590-1000,강원도 정선군 고한읍 고한리 142
279,강원도 속초시 엑스포로 27,관광지,38DEGREE,033-631-0380,강원도 속초시 조양동 1551-4
280,강원도 속초시 영랑해안길 11,식음료,스끼다시천국,033-631-1090,강원도 속초시 동명동 1-192
281,강원도 속초시 만천2길 17-4,동물병원,조광동물병원,033-631-5848,강원도 속초시 교동 826-4
282,강원도 속초시 동해대로 4308,동물병원,설악동물병원,033-631-6638,강원도 속초시 교동 800-1
283,강원도 고성군 죽왕면 심층수길 40-12,식음료,풍어횟집,033-632-8582,강원도 고성군 죽왕면 오호리 29-6
284,강원도 속초시 영랑해안길 159,숙박지,EST펜션,033-633-2345,강원도 속초시 영랑동 147-3
285,강원도 속초시 청호로 122,관광지,아바이마을,033-633-3171,강원도 속초시 청호동 1076
286,강원도 속초시 동해대로 4212,동물병원,고제용동물병원,033-633-4212,강원도 속초시 교동 690-13
287,강원도 고성군 죽왕면 공현진길 6,식음료,아라커피,033-633-4456,강원도 고성군 죽왕면 공현진리 153
288,강원도 속초시 중앙로129번길 35,식음료,현대아바이순대,033-633-6879,강원도 속초시 금호동 473-110
289,강원도 속초시 대포항희망1길 89-2,식음료,머구리횟집,033-635-6976,강원도 속초시 대포동 956
290,강원도 속초시 장사항해안길 58,식음료,오대양횟집,033-635-8385,강원도 속초시 장사동 548-7
291,강원도 속초시 번영로 56,동물병원,속초삼성동물병원,033-636-0305,강원도 속초시 청학동 634-11
292,강원도 속초시 설악금강대교로 20,동물병원,호박동물병원,033-636-1114,강원도 속초시 청호동 1354-11
293,강원도 속초시 중앙부두길 51,식음료,5구도선장,033-636-5950,강원도 속초시 중앙동 482-17
294,강원도 속초시 동해대로 4163,동물병원,나의동물메디컬센터,033-636-7179,강원도 속초시 조양동 1497-5
295,강원도 속초시 해오름로 13,숙박지,바다향기펜션,033-636-9333,강원도 속초시 대포동 457-1
296,강원도 고성군 토성면 천진해변길 43,식음료,글라스하우스,033-637-0406,강원도 고성군 토성면 천진리 111
297,강원도 속초시 중앙로 150-1,식음료,바크카페,033-637-2292,강원도 속초시 중앙동 468-32
298,강원도 고성군 죽왕면 동해대로 5582,동물병원,수성동물병원,033-637-7557,강원도 고성군 죽왕면 문암진리 258-7
299,강원도 속초시 수복로 69,동물병원,속초동물의료센터,033-638-0075,강원도 속초시 교동 741-5
300,강원도 속초시 중앙로129번길 34,식음료,아임파인쉬림프,033-638-0608,강원도 속초시 중앙동 473-20
301,강원도 속초시 청초호반로 322,식음료,신피디통큰,033-638-3805,강원도 속초시 중앙동 480
302,강원도 속초시 아바이마을길 7-2,식음료,신북청 아바이순대,033-638-4687,강원도 속초시 청호동 874
303,강원도 속초시 동해대로 3664,관광지,설악해맞이공원,033-639-2422,강원도 속초시 대포동 178-9
304,강원도 속초시 철새길 76,관광지,청초호 호수공원,033-639-2422,강원도 속초시 조양동 1544-2
305,강원도 속초시 영금정로 43,관광지,영금정,033-639-2690,강원도 속초시 동명동 1-185
306,강원도 속초시 영랑해안길 37,관광지,등대해수욕장,033-639-2830,강원도 속초시 영량동 148-188
307,강원도 강릉시 사천면 진리해변길 68-23,관광지,사천진항,033-640-4414,강원도 강릉시 사천면 사천진리 2-95
308,강원도 강릉시 해안로 682-5,관광지,순긋해변,033-640-4414,강원도 강릉시 안현동 234-7
309,강원도 강릉시 창해로14번길 20-1,관광지,강릉커피거리,033-640-4531,강원도 강릉시 견소동 286
310,강원도 강릉시 창해로 514,관광지,경포해변,033-640-4531,강원도 강릉시 안현동 산1-9
311,,관광지,모래시계공원,033-640-4536,강원도 강릉시 강동면 정동진리 6-2
312,,관광지,정동진,033-640-4536,강원도 강릉시 강동면 정동진리 328-13
313,,관광지,순포해변,033-640-4757,강원도 강릉시 사천면 산대월리 산 1
314,강원도 강릉시 창해로14번길 55-11,관광지,강릉항,033-640-5420,강원도 강릉시 견소동 286-5
315,강원도 강릉시 사천면 해안로 877,관광지,사천해변,033-640-5422,강원도 강릉시 사천면 방동리 68-1
316,강원도 강릉시 송정길30번안길 20-3,관광지,송정해변,033-640-5422,강원도 강릉시 송정동 1
317,,관광지,영진해변,033-640-5422,강원도 강릉시 연곡면 영진리 72-2
318,강원도 강릉시 주문진읍 주문북로 210,관광지,주문진해변,033-640-5422,강원도 강릉시 주문진읍 향호리 8-17
319,강원도 강릉시 금성로 11번길 9,관광지,월화거리,033-640-5643,강원도 강릉시 성남동 44-16
320,강원도 강릉시 율곡로 3034,식음료,세레니타,033-641-3475,강원도 강릉시 교동 711-13
321,강원도 강릉시 교동광장로100번길 8-12,동물병원,나은동물병원,033-642-7587,강원도 강릉시 교동 1881-9
322,강원도 강릉시 강동면 율곡로 1441,체험,하슬라아트월드,033-644-9411,강원도 강릉시 강동면 정동진리 524-25
323,강원도 강릉시 운정길 141,식음료,옛날초당순두부,033-645-0557,강원도 강릉시 운정동 334-2
324,강원도 강릉시 명륜로 23-1,동물병원,도그빌동물병원,033-645-2289,강원도 강릉시 교동 225-12
325,강원도 강릉시 선수촌로63번길 18-7,동물병원,위드동물병원,033-645-5575,강원도 강릉시 홍제동 1026-5
326,강원도 강릉시 하슬라로 131,동물병원,하슬라동물병원,033-645-7585,강원도 강릉시 교동 1907-2
327,강원도 강릉시 구정면 구정중앙로 155-8,식음료,개버랜드,033-646-2375,강원도 강릉시 구정면 여찬리 649
328,강원도 강릉시 임영로141번길 4-6,식음료,1938슬로우,033-646-4649,강원도 강릉시 용강동 43-1
329,강원도 강릉시 옥가로 22,동물병원,아이즈동물병원,033-646-8841,강원도 강릉시 옥천동 285-2
330,강원도 강릉시 경포로 33-25,식음료,마마타타,033-647-3391,강원도 강릉시 지변동 23-1
331,강원도 강릉시 사임당로 141,식음료,댕댕클럽,033-647-7000,강원도 강릉시 홍제동 657-4
332,강원도 강릉시 경강로 2130,동물병원,애견종합동물병원,033-647-8575,강원도 강릉시 옥천동 168-4
333,강원도 강릉시 경강로 2142,동물병원,행복한종합동물병원,033-648-7533,강원도 강릉시 옥천동 166
334,강원도 강릉시 창해로350번길 25,식음료,메밀골동해막국수 강문점,033-651-3395,강원도 강릉시 강문동 212
335,강원도 강릉시 해안로 280,식음료,좋은날N,033-651-9980,강원도 강릉시 강문동 27-23
336,강원도 강릉시 성덕포남로 105,동물병원,주주동물병원,033-652-0075,강원도 강릉시 입암동 596-1
337,강원도 강릉시 난설헌로 81-5,식음료,엉클밥,033-652-2700,강원도 강릉시 포남동 963
338,강원도 강릉시 창해로14번길 48-1,식음료,키크러스커피,033-653-6004,강원도 강릉시 견소동 1
339,강원도 강릉시 경강로 2070,동물병원,24시보듬동물병원,033-655-7975,강원도 강릉시 임당동 134-6
340,강원도 강릉시 주문진읍 해안로 1758-22,관광지,주문진항,033-660-3438,강원도 강릉시 주문진읍 주문리 312-512
341,강원도 강릉시 강동면 안인진길 47,관광지,안인항,033-660-3598,강원도 강릉시 강동면 안인진리 314-2
342,강원도 강릉시 사천면 진리해변길 155,관광지,하평해변,033-660-3658,강원도 강릉시 사천면 사천진리 266-1
343,,관광지,영진항,033-660-3682,강원도 강릉시 연곡면 영진리 2-3
344,,관광지,강문솟대다리,033-660-3864,강원도 강릉시 강문동 248-4
345,강원도 강릉시 창해로350번길 7,관광지,강문해변,033-660-3865,강원도 강릉시 강문동 182-1
346,강원도 강릉시 창해로14번길 3,관광지,안목해변,033-660-3887,강원도 강릉시 견소동 286-8
347,,관광지,사근진해변,033-660-3978,강원도 강릉시 안현동 12
348,강원도 강릉시 창해로 307,숙박지,세인트존스호텔,033-660-9000,강원도 강릉시 강문동 1-1
349,강원도 강릉시 창해로 307,체험,세인트존스호텔 파인풀,033-660-9000,강원도 강릉시 강문동 1-1
350,강원도 강릉시 주문진읍 해안로 1993,관광지,소돌해변,033-661-5692,강원도 강릉시 주문진읍 주문리 800-3
351,강원도 강릉시 연곡면 해안로 1439,식음료,브라질,033-662-1259,강원도 강릉시 연곡면 영진리 72-14
352,강원도 강릉시 주문진읍 신리천로 79,식음료,신리광장,033-662-7977,강원도 강릉시 주문진읍 교항리 375-2
353,,관광지,남애항 스카이워크 전망대,033-670-2397,강원도 양양군 현남면 남애리 2-72
354,강원도 양양군 현남면 인구항길 24,관광지,죽도정,033-670-2397,강원도 양양군 현남면 인구리 1-17
355,,관광지,죽도해수욕장,033-670-2397,강원도 양양군 현남면 시변리 33-38
356,강원도 양양군 현남면 매바위길 138,관광지,남애항,033-670-2398,강원도 양양군 현남면 남애리 2-2
357,강원도 양양군 강현면 해맞이길 59,관광지,낙산해수욕장,033-670-2518,강원도 양양군 강현면 주청리 1-1
358,,관광지,남애3리해수욕장,033-670-2518,강원도 양양군 현남면 남애리 6-53
359,강원도 양양군 강현면 동해대로 3254,관광지,설악해수욕장,033-670-2518,강원도 양양군 강현면 전진2리
360,강원도 양양군 현남면 광진2길 3-16,관광지,휴휴암,"033-671-0093, 033-671-0094",강원도 양양군 현남면 광진리 1
361,,관광지,지경리해수욕장,033-671-4568,강원도 양양군 현남면 지경리 22-6
362,강원도 양양군 현남면 매바위길 163,식음료,해녀횟집,033-671-7474,강원도 양양군 현남면 남애리 6-51
363,강원도 양양군 현북면 어성전길 182-18,숙박지,양양캠핑장 어성전계곡야영장,033-672-0236,강원도 양양군 현북면 어성전리 221-1
364,강원도 양양군 현북면 하륜길 54,관광지,하조대전망대,033-672-5647,강원도 양양군 현북면 하광정리 65-4
365,,관광지,하조대해수욕장,033-672-5647,강원도 양양군 현북면 하광정리 80-2
366,강원도 양양군 현북면 검소길 111,숙박지,하조대아름들펜션,033-672-5955,강원도 양양군 현북면 상광정리 671-4
367,강원도 양양군 손양면 굴개길 72,숙박지,신원비엔빌,033-672-8777,강원도 양양군 손양면 동호리 104-5
368,강원도 양양군 서면 설악로 1417-7,식음료,물레방아식당,033-672-8800,강원도 양양군 서면 오색리 113-1
369,강원도 양양군 양양읍 남문로 19-1,동물병원,대명동물병원,033-673-4004,강원도 양양군 양양읍 남문리 168-2
370,강원도 양양군 현북면 하조대해안길 11,식음료,오대양수산,033-673-5542,강원도 양양군 현북면 하광정리 628-1
371,강원도 양양군 강현면 동해대로 3575,숙박지,아름다운바다콘도텔,033-673-6612,강원도 양양군 강현면 물치리 32
372,강원도 양양군 현남면 동산큰길 44-3,식음료,와룽빠뜨릭,033-673-8492,강원도 양양군 현남면 동산리 134-2
373,강원도 양양군 현북면 어성전길 402,숙박지,숲속의집,033-673-9597,강원도 양양군 현북면 어성전리 58
374,강원도 고성군 현내면 명파4길 47,관광지,명파해변,033-680-3356,강원도 고성군 현내면 명파리 230-29
375,강원도 고성군 토성면 아야진해변길 157,관광지,아야진 해변,033-680-3356,강원도 고성군 토성면 아야진리 230-6
376,강원도 고성군 거진읍 화진포길 280,관광지,화진포의 성 김일성 별장,033-680-3363,강원도 고성군 거진읍 화포리 530-1
377,강원도 고성군 죽왕면 가향길 2-7,식음료,스퀘어루트카페,033-681-0604,강원도 고성군 죽왕면 가진리 275
378,강원도 고성군 현내면 통일전망대로 369,관광지,DMZ박물관,033-681-0625,강원도 고성군 현내면 송현리 212
379,강원도 고성군 현내면 금강산로 481,관광지,통일전망대,033-682-0088,강원도 고성군 현내면 마차진리 188
380,강원도 원주시 현충로 278,동물병원,삼성종합동물병원,033-732-1275,강원도 원주시 태장동 1037-12
381,강원도 원주시 지정면 오얏길 56,식음료,아기사자,033-733-0208,강원도 원주시 지정면 간현리 287-3
382,강원도 원주시 한지공원길 212,동물병원,중앙가축병원 원주대리점,033-735-1482,강원도 원주시 단계동 924-15
383,강원도 원주시 행구로 314,식음료,빵공장 라뜰리에 김가 원주점,033-735-5677,강원도 원주시 행구동 1347-17
384,강원도 원주시 능라동길 34-1,식음료,유2버호프,033-735-9006,강원도 원주시 무실동 1850-4
385,강원도 원주시 판부면 영원산성길 685,관광지,영원산성,033-742-2111,강원도 원주시 판부면 금대리 1388
386,강원도 원주시 행구로 362,관광지,행구수변공원,033-742-2111,강원도 원주시 행구동 1029
387,강원도 원주시 만대공원길 8-10,동물병원,열린동물병원,033-743-6466,강원도 원주시 무실동 1734-4
388,강원도 원주시 봄마중길 2-4,동물병원,패밀리동물병원,033-743-8119,강원도 원주시 반곡동 1875-4
389,강원도 원주시 천사로 79,동물병원,원주동물병원,033-743-8882,강원도 원주시 단계동 826-12
390,강원도 원주시 천사로 23-17,동물병원,행복드림동물병원,033-744-7585,강원도 원주시 단계동 1107-7
391,강원도 원주시 만대로 15,동물병원,늘푸른종합동물병원,033-747-7585,강원도 원주시 무실동 1723-2
392,강원도 원주시 지정면 질마재로 49,식음료,횡성고향한우,033-747-8658,강원도 원주시 지정면 보통리 166
393,강원도 원주시 지정면 소금산길 12,관광지,간현관광지,033-749-4860,강원도 원주시 지정면 간현리 1056-24
394,강원도 원주시 서원대로 408,동물병원,누리종합동물병원,033-761-0167,강원도 원주시 단구동 1512-2
395,강원도 원주시 신림면 솔치안길 91,숙박지,솔치송어파티펜션,033-764-1506,강원도 원주시 신림면 송계리 567-1
396,강원도 원주시 판부면 백운정윗길 27,식음료,화이트클라우드,033-765-0999,강원도 원주시 판부면 서곡리 1375-1
397,강원도 원주시 판부면 매봉길 16-4,식음료,루체,033-766-0216,강원도 원주시 판부면 서곡리 1989-4
398,강원도 원주시 앙월길 47,식음료,카페 위드민,033-766-7654,강원도 원주시 단구동 1694-14
399,강원도 영월군 영월읍 사지막길 160,숙박지,탑스텐 리조트 동강시스타,"033-905-2000, 033-905-2070, 033-905-2071, 033-905-2072",강원도 영월군 영월읍 삼옥리 108
400,강원도 춘천시 남산면 충효로 437,관광지,강아지숲 테마파크,033-913-1400,강원도 춘천시 남산면 광판리 1193
401,강원도 강릉시 주문진읍 주문로 59,숙박지,SL호텔 강릉,033-920-1800,강원도 강릉시 주문진읍 교항리 190-4
402,강원도 강릉시 경강로 2129,동물병원,베스트동물병원,033-922-7582,강원도 강릉시 옥천동 163-1
403,강원도 삼척시 근덕면 용화안길 14,숙박지,힐링캠프 애견동반 펜션,0505-356-9606,강원도 삼척시 근덕면 용화리 169
404,강릉시 해안로621번길 12,숙박지,로뎀나무 펜션,0505-356-9646,강원도 강릉시 안현동 198
405,강원도 삼척시 근덕면 용화안길 225-1,숙박지,정원가든 애견동반펜션,0505-679-2926,강원도 삼척시 근덕면 용화리 403
406,강원도 삼척시 근덕면 용화안길 172,숙박지,꽃내음펜션,0505-765-0442,강원도 삼척시 근덕면 용화리 520-24
407,강원도 삼척시 근덕면 용화안길 81-6,숙박지,그린향펜션,0505-765-0457,강원도 삼척시 근덕면 용화리 136
408,강원도 강릉시 옥가로 18,동물병원,강릉동물병원,0507-1315-7584,강원도 강릉시 옥천동 161-1
409,강원도 강릉시 연곡면 영진길 63,식음료,갈매기다방,0507-1317-1874,강원도 강릉시 연곡면 영진리 357-87
410,강원도 원주시 서원대로 502,동물병원,원주24시스카이동물메디컬센터,0507-1366-9975,강원도 원주시 단구동 1599-6
411,강원도 고성군 토성면 용원로 595,숙박지,설악의정원,0507-1490-4992,강원도 고성군 토성면 원암리 259-4
412,강원도 원주시 판부면 치악로 939,식음료,솜밤,070-4240-6740,강원도 원주시 판부면 금대리 756-2
413,강원도 강릉시 한밭골길 50-11,식음료,르꼬따쥬,070-4789-0729,강원도 강릉시 대전동 67
414,강원도 원주시 신림면 아랫성남길 26,식음료,아늑한옥,070-7372-6950,강원도 원주시 신림면 성남리 401-1
415,강원도 강릉시 죽헌길 67-6,식음료,썸머키친,070-7724-5636,강원도 강릉시 지변동 310
416,강원도 강릉시 연곡면 동해대로 4371-27,숙박지,파인힐 애견펜션,070-7764-7258,강원도 강릉시 연곡면 방내리 180-1
417,강원도 원주시 호저면 칠봉로 109-128,식음료,사니다카페,070-7776-4422,강원도 원주시 호저면 주산리 992-12
418,강원도 강릉시 성산면 위촌길 299,식음료,개스토랑in위촌길299,070-7787-4733,강원도 강릉시 성산면 위촌리 655-1
419,강원도 고성군 죽왕면 삼포해변길 11-8,식음료,미픽펍,070-7793-0328,강원도 고성군 죽왕면 삼포리 243-14
420,강원도 춘천시 춘천로185번길 15,식음료,쿠키멍스터,070-8800-3925,강원도 춘천시 운교동 184-5
421,강원도 강릉시 사천면 진리해변길 131,식음료,고심쌀롱,070-8800-4033,강원도 강릉시 사천면 사천진리 266-5
422,강원도 속초시 수복로 248,식음료,흰다정,070-8830-9322,강원도 속초시 동명동 450-238
423,강원도 양양군 현남면 새나루길 9-8,식음료,나뽕남 본점,070-8847-4631,강원도 양양군 현남면 시변리 33-27
424,강원도 강릉시 경강로2115번길 15,식음료,엠꼼마카롱,070-8870-8485,강원도 강릉시 임당동 103-3
425,강원도 양양군 현북면 하조대해안길 119,관광지,서피비치,1522-2729,강원도 양양군 현북면 중광정리 508
426,강원도 춘천시 동면 금옥길 228,체험,옥산가(옥광산),1544-0741,강원도 춘천시 동면 월곡리 246
427,,관광지,민둥산,1544-9053,강원도 정선군 남면 무릉리
428,,관광지,아우라지,1544-9053,강원도 정선군 여량면 여량리 726
429,강원도 춘천시 신북읍 신샘밭로 674,식음료,감자밭,1566-3756,강원도 춘천시 신북읍 천전리 99-13
430,강원도 평창군 봉평면 태기로 174,숙박지,휘닉스평창리조트,1577-0069,강원도 평창군 봉평면 면온리 1095-1
431,강원도 영월군 영월읍 영월로 1713-12,관광지,물무리골생태습지,1577-0545,강원도 영월군 영월읍 영흥리 산131-1
432,,관광지,선돌,1577-0545,강원도 영월군 영월읍 방절리 산 122
433,강원도 영월군 한반도면 선암길 66-9,관광지,한반도지형,1577-0545,강원도 영월군 한반도면 옹정리 466-10
434,,체험,인제빙어축제,1577-8924,강원도 인제군 남면 부평리 555-2
435,강원도 홍천군 서면 한치골길 262,숙박지,소노펫클럽앤리조트,1588-4888,강원도 홍천군 서면 팔봉리 1290-2
436,강원도 정선군 고한읍 고한7길 399,관광지,하늘길,1588-7789,강원도 정선군 고한읍 고한리 424
437,강원도 정선군 고한읍 하이원길 424,숙박지,하이원리조트,1588-7789,강원도 정선군 고한읍 고한리 산1-239
438,강원도 홍천군 서면 종자산길 122,숙박지,힐리언스 선마을,1588-9983,강원도 홍천군 서면 중방대리 7
439,강원도 강릉시 사천면 해안로 1081,숙박지,바다와펜션,1644-9565,강원도 강릉시 사천면 사천진리 279-3
440,강원도 속초시 청초호반로 267,숙박지,월드스카이호텔,1670-0664,강원도 속초시 청학동 482-524
441,강원도 삼척시 근덕면 장호1길27,숙박지,해마루 펜션,1833-9306,강원도 삼척시 근덕면 장호리 224
442,강원도 강릉시 주문진읍 해안로 1609,관광지,드라마 도깨비 촬영지,,강원도 강릉시 주문진읍 교항리 81-32
443,강원도 고성군 현내면 명파4길 47,숙박지,명파해변 오토캠핑장,,강원도 고성군 현내면 명파리 230-29
444,,관광지,반계리 은행나무,,강원도 원주시 문막읍 반계리 1495-1
445,강원도 강릉시 해안로604번길 16,관광지,사근진해중공원 전망대,,강원도 강릉시 안현동 2-7
446,강원도 속초시 중앙로147번길 12,관광지,속초 관광수산시장,,강원도 속초시 중앙동 474-13
447,,관광지,아라리공원,,강원도 정선군 정선읍 봉양리 362-5
448,,관광지,아름들 반려견쉼터,,강원도 원주시 흥업면 흥업리 222
449,강원도 양구군 양구읍 중앙길 33-6,동물병원,춘천축산농협양구지점동물병원,,강원도 양구군 양구읍 상리 269-5
450,강원도 강릉시 문화의길8번길 11,식음료,카페노멀데이,,강원도 강릉시 임당동 90-3
451,,관광지,파로호 하트섬,,강원도 화천군 간동면 도송리 481
